"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt","vs_cb_pos","vs_cb_tar ","vs_cb_c ","vs_cb_ypr","vs_cb_fpt","vs_cb_shad","vs_cb_matchup"
12,"Davante Adams","WR","GNB","CHI",18,2,17.2,0,0,0,0,0,0,0,0,7.7,89.8,0.7,1,2,"IND",10,9,7,106,15.14,1,77.8,11.78,16.6,23.6,26.6,20.1,8,11.25,8.5,75.6,105.88,12.5,1.25,44,9.4,8.5,105.9,1,16,13,65,7,33.3,12,10,43,7,40,10,209,3401,5.2,11,205,64,37,9.2,-12.02,33.3,66.7,"34",15,44.1,6,4,115.1,21.14,61.1,2250,12,3.4,6,45,1.7,6.8,6.7,11.1,225,85.7,21,6.1,6,-34.58,8.5,1457,1064,83,"21.4%",28,"7.2%",28,"8.0%",21,77,"19.8%",60,119,690,37,9.2,5.8,28.6,-29.9,275,1.71,"10","188","109","1466","5","23.4","Right Corner",13.5,47.2,"17.72","1.53","N","neutral"
12,"Tyreek Hill","WR","KAN","TAM",24.8,19,16.3,0,0,0,0,0,1.1,5.6,0.1,5.2,75.6,0.8,2,2,"LVR",10,14,11,102,9.27,1,78.6,7.29,16,27,30,21.5,10,8.6,5.5,64,75.2,13.7,1,36,8.7,5.5,75.2,1,13,9,53,5,25.5,9,7,30,5,29,11,253,3416,5,19,206,62,33.9,15,7.75,41,50,"35",24,68.6,8,3.2,73,34,69.2,2613,20,4.9,14,50,3.4,7,6.5,10.1,237.5,91.1,32,6,5.4,-23.4,7.4,1650,1351,190,"41.9%",43,"9.5%",41,"10.1%",32,116,"25.6%",63,127,706,33.9,15,5.6,26.9,-30,279,1.9,"11","225","155","1795","11","29.7","Slot Corner",8.9,77.4,"14.08","2.45","N","plus"
12,"Keenan Allen","WR","LAC","BUF",20.5,7,15.7,0,0,0,0,0,0,0,0,7.6,86.7,0.6,2,1,"NYJ",10,19,16,145,9.06,1,84.2,7.63,18.5,34.5,38.5,26.5,10,11.2,8.1,72.3,83.5,10.3,0.6,50,7.5,8.1,83.5,3,11,8,95,5,24.4,2,1,9,1,11.8,10,265,3737,5.8,16,232,58,48,16,-102.96,46.5,54.5,"40",25,62.5,15,4.8,135,-37.85,67.9,2387,15,4.5,7,39,2.1,7.6,7.5,11.2,238.7,96.5,27,6.6,6.6,-70.7,7.2,1463,1063,140,"36.5%",22,"5.7%",27,"8.1%",27,76,"19.8%",79,100,659,48,16,6.6,37.2,-27.6,296,2.64,"10","192","127","1538","9","27.7","Slot Corner",13.4,70.7,"12.41","1.73","N","plus"
12,"DK Metcalf","WR","SEA","PHI",25.2,22,15.3,0,0,0,0,0,0,0,0,4.6,86.9,0.7,2,1,"ARI",10,5,3,46,15.33,1,60,9.2,10.6,13.6,13.6,12.1,10,7.7,4.8,62.3,86.2,18,0.9,37,11.2,4.8,86.2,1,10,6,37,4,18.2,7,3,15,3,21.9,10,254,3427,5.1,11,216,72,36,8,-26.89,38.1,41.7,"32",21,65.6,15,4.2,133.4,7.67,66.2,2093,13,4,3,29,0.9,7.1,7.5,10.8,209.3,96.3,34,5.8,6.1,-34.81,7.7,1327,1077,90,"24.1%",31,"8.3%",29,"8.8%",34,94,"25.2%",69,125,697,36,8,5.6,27.3,-31.6,273,1.98,"10","191","125","1471","7","28.4","Right Corner",13.7,67.4,"12.58","1.65","Y","plus"
12,"Stefon Diggs","WR","BUF","LAC",23,12,15,0,0,0,0,0,0,0,0,7.1,86.4,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10.1,7.3,72.3,90.6,12.4,0.4,39,9,7.3,90.6,0,7,5,33,2,15.2,3,2,8,2,12.5,10,273,3440,5.6,9,192,61,43.8,7.1,-36.9,40,42.9,"33",20,60.6,10,4.6,115.3,6.5,62.1,2287,20,5.7,5,35,1.4,6.8,7.3,10.9,228.7,95.2,17,6.2,6.7,-52.1,9.1,1700,956,61,"15.7%",43,"11.1%",30,"8.5%",17,90,"23.2%",68,112,638,43.8,7.1,5.7,30.7,-32.6,273,2.38,"10","180","109","1514","9","26.3","Left Corner",16.3,45.6,"17.92","1.59","N","plus"
12,"Calvin Ridley","WR","ATL","LVR",23,11,15,0,0,0,0,0,0,0,0,5.4,81.9,0.7,1,2,"NOR",10,9,5,90,18,0,55.6,10,9,14,14,11.5,9,8.56,5.33,62.3,83,15.6,0.67,37,9.7,5.3,83,0,12,7,59,5,28.6,7,4,22,4,36.8,10,276,3858,6,11,240,65,49,10.2,-127.01,48,84.6,"41",27,65.9,16,4.4,112.2,-30.08,63.4,2736,16,4.2,8,48,2.1,7.3,7.2,11.6,273.6,90.6,11,7,6.9,-104.35,7.8,1695,1286,79,"19.2%",49,"11.9%",28,"7.3%",11,88,"21.4%",87,98,666,49,10.2,6.8,39.4,-27.4,292,2.78,"10","200","132","1753","10","31.0","Left Corner",11.2,61,"13.24","1.71","N","plus"
12,"DeAndre Hopkins","WR","ARI","NWE",25.5,23,14.9,0,0,0,0,0,0,0,0,6.9,86.1,0.5,2,2,"SEA",10,8,5,51,10.2,0,62.5,6.38,5.1,10.1,10.1,7.6,10,9.6,7.2,75,91.2,12.7,0.4,47,9.5,7.2,91.2,1,6,3,11,1,18.2,5,2,1,1,25,10,238,3579,6.2,15,204,53,45.8,15.6,-81.24,42.5,33.3,"32",20,62.5,9,4.3,121.8,-9.17,69.1,2361,16,5.7,11,34,3.9,8.7,8.1,12.6,236.1,98.6,13,8,7.4,-74.92,9.5,1259,1147,86,"26.5%",49,"15.1%",22,"7.8%",13,84,"25.9%",58,96,596,45.8,15.6,6.2,37,-26.2,364,2.42,"10","163","108","1577","12","28.3","Right Corner",11.6,59.3,"13.75","1.63","Y","plus"
12,"Tyler Lockett","WR","SEA","PHI",25.2,22,14.9,0,0,0,0,0,0,0,0,6.6,78.2,0.7,2,1,"ARI",10,9,9,67,7.44,1,100,7.44,12.7,21.7,21.7,17.2,10,8.8,6.7,76.1,74.8,11.2,0.8,38,8.5,6.7,74.8,0,11,9,46,6,20,7,6,16,5,21.9,10,254,3427,5.1,11,216,72,36,8,-26.89,38.1,41.7,"32",21,65.6,15,4.2,133.4,7.67,66.2,2093,13,4,3,29,0.9,7.1,7.5,10.8,209.3,96.3,34,5.8,6.1,-34.81,7.7,1327,1077,90,"24.1%",31,"8.3%",29,"8.8%",34,94,"25.2%",69,125,697,36,8,5.6,27.3,-31.6,273,1.98,"10","191","125","1471","7","28.4","Slot Corner",8.6,75,"13.20","2.04","N","plus"
12,"Terry McLaurin","WR","WAS","DAL",32.6,32,14.8,0,0,0,0,0,0.2,2.2,0,5.7,89.9,0.5,2,1,"CIN",10,7,5,84,16.8,0,71.4,12,8.4,13.4,13.4,10.9,11,9.27,6.27,67.6,87.55,14,0.27,43,9.4,6.3,87.5,1,9,4,21,0,25.7,1,1,1,0,8.3,11,359,4202,5.8,10,248,62,46.8,8.1,-116.05,49.7,46.2,"40",27,67.5,15,4.9,156.4,-47.21,63.8,2482,25,7.1,4,28,1.1,7.4,8.3,11.6,225.6,105.1,22,6.7,7.5,-78.53,8.6,1315,1074,95,"24.4%",37,"9.5%",28,"8.0%",22,87,"22.3%",70,124,743,46.8,8.1,6,33.9,-32.4,290,2.69,"11","207","136","1909","19","35.9",NA,NA,NA,NA,NA,NA,NA
12,"Justin Jefferson","WR","MIN","CAR",18.1,3,14.6,0,0,0,0,0,0,0,0,5.5,90.7,0.5,1,1,"DAL",10,5,3,86,28.67,1,60,17.2,14.6,17.6,17.6,16.1,10,5.9,4.5,76.3,84.8,18.8,0.4,32,14.4,4.5,84.8,0,2,2,16,1,7.4,1,1,5,0,6.7,11,272,3985,5.7,14,251,61,49.1,13.2,-103.86,51.8,60,"41",24,58.5,14,4.6,116.8,-9.22,67.9,2700,16,4,5,43,1.2,6.9,7.2,10.2,245.5,95.5,16,6.4,6.6,-99.19,7.4,1745,1373,92,"21.2%",41,"9.4%",30,"7.4%",16,87,"20.0%",87,106,723,49.1,13.2,6.8,37.3,-31.1,361,2.6,"11","208","142","1661","8","25.7","Right Corner",15.3,62.9,"11.23","1.85","N","plus"
12,"Will Fuller","WR","HOU","DET",23.6,14,13.9,0,0,0,0,0,0,0,0,5.3,77.9,0.6,2,1,"NWE",10,8,6,80,13.33,0,75,10,8,14,14,11,11,6.82,4.82,70.7,79.91,16.6,0.73,38,11.7,4.8,79.9,0,7,4,48,3,14.6,4,1,6,1,13.8,11,328,4358,6,11,274,73,44,9.5,-149.08,45.3,61.5,"44",29,65.9,17,4.4,133.4,-26.6,65.9,2891,22,5.8,7,38,1.8,7.9,8.3,12.1,262.8,101.7,16,7.3,7.6,-129.56,8.7,1674,1230,84,"20.7%",34,"8.4%",26,"6.8%",16,76,"18.7%",83,116,741,44,9.5,6.4,37.7,-27.1,299,2.66,"11","229","159","2128","10","32.8",NA,NA,NA,NA,NA,NA,NA
12,"AJ Brown","WR","TEN","IND",21.6,9,13.8,0,0,0,0,0,0,0,0,5,74.1,0.7,2,2,"BAL",10,7,4,62,15.5,1,57.1,8.86,12.2,16.2,16.2,14.2,8,7.38,4.5,61,67.5,15,0.88,28,9.2,4.5,67.5,0,9,6,68,5,20.9,6,3,22,3,26.1,10,208,2981,5,17,189,54,32.7,15.4,-10.9,40.8,50,"29",19,65.5,8,3.5,89.2,18.02,63.3,2089,14,4.3,12,51,3.7,6.9,6.1,11,208.9,82.7,22,6,5.3,-27.66,8.2,1319,1000,68,"18.6%",39,"10.7%",21,"6.5%",22,82,"22.4%",38,104,613,32.7,15.4,5.9,28.7,-24.8,285,1.83,"10","180","111","1522","9","26.2","Right Corner",13.4,39.5,"16.12","1.31","N","minus"
12,"Cooper Kupp","WR","LAR","SFO",24.1,17,13.6,0,0,0,0,0,0.2,1.1,0,6.2,81.4,0.4,1,2,"TAM",10,13,11,145,13.18,0,84.6,11.15,14.5,25.5,28.5,20,10,9.1,6.4,70.3,72.2,11.3,0.2,31,7.9,6.4,72.2,1,9,4,38,1,22.5,3,0,0,0,18.8,10,234,3159,5.2,12,198,54,41.1,10.3,-38.09,38.3,60,"26",16,61.5,7,3.9,107,17.43,65,2089,17,5.4,8,42,2.5,7,6.9,10.8,208.9,92.8,18,6.3,6.2,-57.93,7.7,1185,993,120,"34.1%",44,"12.5%",24,"7.6%",18,86,"24.4%",44,107,625,41.1,10.3,5.8,29.3,-30.3,279,2.13,"10","182","118","1458","12","28.0","Slot Corner",9.7,54.5,"22.33","1.76","N","plus"
12,"Robert Woods","WR","LAR","SFO",24.1,17,13.5,0,0,0,0,0,1.5,9,0.1,5.3,63.4,0.5,1,2,"TAM",10,15,12,130,10.83,1,80,8.67,18.6,30.6,33.6,24.6,10,7.5,5.4,72,59.9,11.1,0.5,28,8,5.4,59.9,2,8,7,42,3,20,3,2,14,2,18.8,10,234,3159,5.2,12,198,54,41.1,10.3,-38.09,38.3,60,"26",16,61.5,7,3.9,107,17.43,65,2089,17,5.4,8,42,2.5,7,6.9,10.8,208.9,92.8,18,6.3,6.2,-57.93,7.7,1185,993,120,"34.1%",44,"12.5%",24,"7.6%",18,86,"24.4%",44,107,625,41.1,10.3,5.8,29.3,-30.3,279,2.13,"10","182","118","1458","12","28.0","Left Corner",17.1,58.1,"13.36","1.92","N","plus"
12,"DJ Moore","WR","CAR","MIN",23.8,16,13,0,0,0,0,0,0.2,2.1,0,3.9,81.3,0.5,2,1,"DET",11,11,7,127,18.14,0,63.6,11.55,14.8,21.8,24.8,18.3,11,7.27,4.18,57.5,78.45,18.8,0.36,38,10.8,4.2,78.5,0,5,1,7,1,13.2,5,1,7,1,25,10,278,3828,5.8,12,228,46,49.1,8.5,-90.94,36.2,66.7,"36",20,55.6,6,4.3,122.1,-5.16,66.7,2607,22,6.1,8,30,2.2,7.5,7.8,11.3,260.7,100.1,19,6.9,7.1,-90.41,8.5,1603,1148,110,"27.8%",33,"8.3%",28,"7.8%",19,80,"20.2%",67,106,683,49.1,8.5,6.4,35.7,-34.5,296,2.53,"10","202","137","1768","17","35.9","Right Corner",19.3,63.9,"12.35","2.09","N","plus"
12,"Allen Robinson","WR","CHI","GNB",20.3,6,12.7,0,0,0,0,0,0,0,0,5.9,80.2,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.5,6.3,66.3,75.5,12,0.3,36,7.9,6.3,75.5,0,7,3,32,1,14,2,1,5,0,8,10,258,3443,5.8,9,206,55,41.3,8.7,-73.62,39.5,46.2,"32",21,65.6,11,4.4,113.7,-20.04,67.8,2306,17,5.3,5,36,1.6,7.7,8,11.3,230.6,101.8,21,6.8,7.1,-55.34,7.3,1293,1282,93,"26.1%",26,"7.3%",19,"5.9%",21,66,"18.5%",76,104,615,41.3,8.7,5.9,33.1,-29.2,280,2.32,"10","183","117","1486","10","27.7","Right Corner",8.9,64.3,"14.44","2.00","N","plus"
12,"Diontae Johnson","WR","PIT","BAL",19.7,5,12.7,0,0,0,0,0,0.2,1.7,0,5.4,76.4,0.4,1,2,"JAX",10,16,12,111,9.25,0,75,6.94,11.1,23.1,26.1,17.1,9,9,5.44,60.5,59.67,11,0.44,27,6.6,5.4,59.7,1,5,4,38,3,12.5,1,1,9,1,7.7,10,195,3330,5.2,15,212,42,30,13.6,-7.77,34.5,42.9,"26",18,69.2,8,4.6,116,15.62,64.8,2170,14,3.9,5,34,1.4,6.6,6.8,10.2,217,91,27,5.6,5.8,-35.13,7.8,1278,1155,179,"44.8%",37,"9.3%",37,"10.3%",27,101,"25.3%",80,110,652,30,13.6,5.9,30.1,-25.1,278,1.74,"10","191","125","1490","5","25.7","Right Corner",8.3,37.5,"7.44","0.65","N","minus"
12,"Michael Thomas","WR","NOR","DEN",22.8,10,12.6,0,0,0,0,0,0,0,0,6.2,64.7,0.5,2,1,"ATL",10,12,9,104,11.56,0,75,8.67,10.4,19.4,22.4,14.9,4,7.5,4.75,63.3,49.75,10.5,0,10,6.6,4.8,49.8,0,8,4,18,0,14.3,6,2,5,0,27.3,10,267,3463,5.2,10,200,61,41.5,8.5,-30.93,38.7,44.4,"37",18,48.6,10,4.3,121.5,8.23,65.8,2248,15,4.2,7,41,1.9,6.7,6.7,10.2,224.8,90.8,28,5.8,5.8,-45.62,8,1425,1090,120,"29.7%",48,"11.9%",28,"7.8%",28,104,"25.7%",54,118,695,41.5,8.5,5.9,29.1,-33.1,279,2.09,"10","205","131","1546","12","30.2","Right Corner",11.5,51.2,"8.14","0.93","N","minus"
12,"Robby Anderson","WR","CAR","MIN",23.8,16,12.6,0,0,0,0,0,0,0,0,6.2,80,0.3,2,1,"DET",11,9,7,46,6.57,0,77.8,5.11,4.6,11.6,11.6,8.1,11,8.64,6.45,74.7,74.36,11.5,0.09,37,8.6,6.5,74.4,1,7,4,19,0,18.4,3,2,7,0,15,10,278,3828,5.8,12,228,46,49.1,8.5,-90.94,36.2,66.7,"36",20,55.6,6,4.3,122.1,-5.16,66.7,2607,22,6.1,8,30,2.2,7.5,7.8,11.3,260.7,100.1,19,6.9,7.1,-90.41,8.5,1603,1148,110,"27.8%",33,"8.3%",28,"7.8%",19,80,"20.2%",67,106,683,49.1,8.5,6.4,35.7,-34.5,296,2.53,"10","202","137","1768","17","35.9","Left Corner",14.2,75,"8.94","1.67","N","plus"
12,"Brandin Cooks","WR","HOU","DET",23.6,14,12.5,0,0,0,0,0,0,0,0,4.9,75.9,0.4,2,1,"NWE",10,5,4,85,21.25,0,80,17,8.5,12.5,12.5,10.5,11,7.09,4.73,66.7,65.36,13.8,0.27,32,9.2,4.7,65.4,0,7,4,27,1,14.6,4,2,1,1,13.8,11,328,4358,6,11,274,73,44,9.5,-149.08,45.3,61.5,"44",29,65.9,17,4.4,133.4,-26.6,65.9,2891,22,5.8,7,38,1.8,7.9,8.3,12.1,262.8,101.7,16,7.3,7.6,-129.56,8.7,1674,1230,84,"20.7%",34,"8.4%",26,"6.8%",16,76,"18.7%",83,116,741,44,9.5,6.4,37.7,-27.1,299,2.66,"11","229","159","2128","10","32.8",NA,NA,NA,NA,NA,NA,NA
12,"Chase Claypool","WR","PIT","BAL",19.7,5,12.2,0,0,0,0,0,0.3,2.2,0,4.7,56.7,0.7,1,2,"JAX",10,8,4,59,14.75,1,50,7.38,11.9,15.9,15.9,13.9,10,6.5,3.9,60,55.9,14.3,0.8,27,8.6,3.9,55.9,3,7,5,34,4,17.5,5,3,18,3,38.5,10,195,3330,5.2,15,212,42,30,13.6,-7.77,34.5,42.9,"26",18,69.2,8,4.6,116,15.62,64.8,2170,14,3.9,5,34,1.4,6.6,6.8,10.2,217,91,27,5.6,5.8,-35.13,7.8,1278,1155,179,"44.8%",37,"9.3%",37,"10.3%",27,101,"25.3%",80,110,652,30,13.6,5.9,30.1,-25.1,278,1.74,"10","191","125","1490","5","25.7","Left Corner",11,56.8,"15.28","1.85","N","plus"
12,"DeVante Parker","WR","MIA","NYJ",26.4,26,12,0,0,0,0,0,0,0,0,4.5,63.4,0.6,2,2,"DEN",10,9,6,61,10.17,1,66.7,6.78,12.1,18.1,18.1,15.1,10,6.5,4.4,67.7,52.3,11.9,0.4,30,8,4.4,52.3,0,6,3,8,3,14.6,4,3,8,3,14.8,10,302,4000,5.9,11,245,72,47.7,10.1,-125.33,45.5,55.6,"40",21,52.5,12,3.8,111.7,16.96,72.9,2883,19,5.1,7,40,1.9,8,8.2,11,288.3,105.5,14,7.5,7.7,-148.62,7.5,1658,1328,141,"35.9%",27,"6.9%",29,"7.9%",14,70,"17.8%",100,109,702,47.7,10.1,6.4,36.7,-30.9,364,2.57,"10","215","156","2021","11","34.5","Left Corner",14.3,60,"11.17","1.27","N","minus"
12,"Chris Godwin","WR","TAM","KAN",20.9,8,12,0,0,0,0,0,0,0,0,5.2,72.9,0.4,1,1,"LAR",11,10,7,53,7.57,1,70,5.3,11.3,18.3,18.3,14.8,7,7.29,5.86,80.4,66.43,11.3,0.43,24,9.1,5.9,66.4,0,6,5,36,3,10.5,4,3,14,2,10.8,10,214,3551,5.5,15,220,61,36.9,14.6,-48.04,41.3,68.8,"29",22,75.9,10,4.6,133.5,-37.76,63.4,2216,14,4.1,10,35,2.9,6.8,6.3,10.8,221.6,84.9,19,6.2,5.7,-21.35,8.2,1065,1257,140,"36.6%",43,"11.3%",34,"10.0%",19,96,"25.1%",84,103,665,36.9,14.6,6.5,34.3,-25.7,299,2.04,"10","181","113","1388","8","25.4","Slot Corner",13.5,42.4,"12.86","1.33","N","minus"
12,"Mike Evans","WR","TAM","KAN",20.9,8,11.9,0,0,0,0,0,0,0,0,4.3,66.9,0.5,1,1,"LAR",11,9,5,49,9.8,1,55.6,5.44,10.9,15.9,15.9,13.4,11,6.55,4.09,62.5,51.18,12.5,0.82,35,7.8,4.1,51.2,0,16,10,49,8,28.1,13,8,32,8,35.1,10,214,3551,5.5,15,220,61,36.9,14.6,-48.04,41.3,68.8,"29",22,75.9,10,4.6,133.5,-37.76,63.4,2216,14,4.1,10,35,2.9,6.8,6.3,10.8,221.6,84.9,19,6.2,5.7,-21.35,8.2,1065,1257,140,"36.6%",43,"11.3%",34,"10.0%",19,96,"25.1%",84,103,665,36.9,14.6,6.5,34.3,-25.7,299,2.04,"10","181","113","1388","8","25.4","Right Corner",9.6,50,"10.60","1.33","N","minus"
12,"Antonio Brown","WR","TAM","KAN",20.9,8,11.9,0,0,0,0,0,0,0,0,6.1,65.4,0.4,1,1,"LAR",11,13,8,57,7.13,0,61.5,4.38,5.8,13.8,13.8,9.8,3,8.67,6,69.2,52.33,8.7,0,10,6,6,52.3,0,1,1,2,0,1.8,1,1,2,0,2.7,10,214,3551,5.5,15,220,61,36.9,14.6,-48.04,41.3,68.8,"29",22,75.9,10,4.6,133.5,-37.76,63.4,2216,14,4.1,10,35,2.9,6.8,6.3,10.8,221.6,84.9,19,6.2,5.7,-21.35,8.2,1065,1257,140,"36.6%",43,"11.3%",34,"10.0%",19,96,"25.1%",84,103,665,36.9,14.6,6.5,34.3,-25.7,299,2.04,"10","181","113","1388","8","25.4","Left Corner",11.2,61.3,"12.21","1.94","N","plus"
12,"Marvin Jones","WR","DET","HOU",27.9,28,11.8,0,0,0,0,0,0,0,0,5.3,62.8,0.5,1,2,"CAR",10,6,4,51,12.75,0,66.7,8.5,5.1,9.1,9.1,7.1,11,6.27,3.91,62.3,45.73,11.7,0.45,29,7.3,3.9,45.7,0,11,6,37,3,21.2,3,2,8,2,13,11,297,4505,6,8,267,47,43.5,7,-150.61,48.3,53.3,"44",27,61.4,15,4.9,154.7,-31.27,67.8,2803,20,5.3,3,35,0.8,7.8,8.5,11.5,254.8,105.4,25,6.9,7.6,-122.57,7.7,1362,1361,129,"31.2%",37,"8.9%",20,"5.3%",25,82,"19.8%",71,115,768,43.5,7,6.7,39.2,-26.9,372,2.52,"11","212","149","1804","15","32.3",NA,NA,NA,NA,NA,NA,NA
12,"Amari Cooper","WR","DAL","WAS",19.6,4,11.5,0,0,0,0,0,0.3,1.2,0,5.7,64.5,0.4,1,2,"MIN",10,7,6,81,13.5,0,85.7,11.57,8.1,14.1,14.1,11.1,11,8.91,6.45,72.4,77.09,11.9,0.27,42,8.7,6.5,77.1,0,7,1,1,1,14,4,1,1,1,19,11,243,3405,5,13,200,61,37.1,10.5,1.32,37.9,37.5,"31",15,48.4,9,4.3,114.9,2.64,64.7,2141,16,4.7,10,32,2.9,7,6.6,10.8,194.6,88.5,36,5.6,5.3,0.76,9.4,1279,966,111,"28.3%",36,"9.2%",21,"6.1%",36,93,"23.7%",83,124,700,37.1,10.5,5.6,27.4,-29.5,278,1.92,"11","199","127","1552","7","24.0",NA,NA,NA,NA,NA,NA,NA
12,"Curtis Samuel","WR","CAR","MIN",23.8,16,11.5,0,0,0,0,0,1.5,8.4,0.1,5.1,52.9,0.4,2,1,"DET",11,10,8,70,8.75,1,80,7,13.4,21.4,21.4,17.4,10,5.8,4.9,84.5,44.5,9.1,0.3,24,7.7,4.9,44.5,0,8,8,62,2,21.1,2,2,5,0,10,10,278,3828,5.8,12,228,46,49.1,8.5,-90.94,36.2,66.7,"36",20,55.6,6,4.3,122.1,-5.16,66.7,2607,22,6.1,8,30,2.2,7.5,7.8,11.3,260.7,100.1,19,6.9,7.1,-90.41,8.5,1603,1148,110,"27.8%",33,"8.3%",28,"7.8%",19,80,"20.2%",67,106,683,49.1,8.5,6.4,35.7,-34.5,296,2.53,"10","202","137","1768","17","35.9","Slot Corner",16.6,65.5,"12.79","2.11","N","plus"
